,id1,id2,func,type,train
4619,10174628,17630909,7,4,0
4635,8786313,17630909,7,4,1
4647,5296777,23677146,7,0,1
4650,12176858,21273058,7,4,1
4651,5332051,23677136,7,0,1
4652,5127007,21273058,7,4,1
4661,12483251,21273058,7,4,1
4682,21273058,21779336,7,4,1
4684,5362350,23677141,7,0,1
4696,21273058,22307690,7,4,0
4710,8794510,21273058,7,4,0
4721,5408177,23677136,7,0,1
4735,21273058,22888751,7,4,0
4752,5475040,23677139,7,0,0
4773,5127007,9221721,7,4,1
4796,9221721,17985016,7,4,0
4800,9221721,17630910,7,4,0
4824,5533628,23677141,7,0,1
4825,9221721,23089693,7,4,1
4832,9221721,12122419,7,4,1
4847,6925921,9221721,7,4,0
4848,9221721,10606028,7,4,1
4856,5533635,23677145,7,0,1
4868,8359774,9221721,7,4,0
4878,9221721,14132423,7,4,1
4891,5626269,23677138,7,0,0
4896,9221721,20660203,7,4,1
4921,5629980,23677140,7,0,1
4947,5653782,23677138,7,0,0
4960,5693688,23677137,7,0,1
5030,5731800,23677137,7,0,1
5031,5731800,23677138,7,0,1
5048,5788005,23677141,7,0,1
5050,5788005,23677143,7,0,1
5054,4272289,14632238,7,4,1
5065,9066291,14632238,7,4,0
5073,878123,14632238,7,4,1
5076,5818876,23677141,7,0,1
5089,14632238,22026286,7,4,0
5099,14632238,15757836,7,4,1
5103,5829828,23677140,7,0,0
5103,1363,14632238,7,4,1
5115,8359774,14632238,7,4,1
5117,14632238,21273051,7,4,0
5118,11892804,14632238,7,4,1
5137,5856494,23677146,7,0,1
5171,9075137,22135738,7,4,1
5172,9075137,11939522,7,4,1
5178,5917726,23677145,7,0,1
5181,5929314,23677134,7,0,0
5205,5939463,23677144,7,0,1
5208,9075137,21100204,7,4,1
5212,9075137,21273052,7,4,1
5214,5953187,23677139,7,0,1
5215,5953187,23677140,7,0,1
5221,5953187,23677146,7,0,1
5230,120983,9075137,7,4,1
5235,9075137,22888751,7,4,1
5251,6032211,23677134,7,0,1
5262,8227164,9075137,7,4,1
5265,8054454,9075137,7,4,1
5270,11261440,12176858,7,4,1
5278,521113,12176858,7,4,1
5285,6045968,23677140,7,0,0
5290,8166293,12176858,7,4,1
5302,529986,12176858,7,4,1
5317,12176858,22307690,7,4,0
5329,12176858,22486941,7,4,1
5345,6070324,23677144,7,0,1
5367,12176858,21273051,7,4,0
5379,11371499,12176858,7,4,1
5389,8054454,12176858,7,4,1
5417,11261440,17985016,7,4,0
5426,6181090,23677141,7,0,1
5447,6230158,23677134,7,0,1
5448,11261440,15609432,7,4,1
5471,11261440,18378776,7,4,1
5500,11261440,21273059,7,4,1
5502,11261440,22137813,7,4,1
5509,6963063,11261440,7,4,1
5522,4449697,5127007,7,4,1
5551,5127007,22307690,7,4,1
5554,6352528,23677143,7,0,1
5564,5127007,8794510,7,4,1
5583,6514936,23677144,7,0,1
5629,6668158,23677134,7,0,1
5641,6668158,23677146,7,0,1
5655,6760292,23677146,7,0,1
5727,6989890,23677134,7,0,1
5732,12483251,20680657,7,4,1
5765,9225969,20680657,7,4,1
5768,7074779,23677133,7,0,1
5780,6302678,20680657,7,4,1
5818,20680657,22486940,7,4,1
5828,7245535,23677137,7,0,1
5829,2086684,20680657,7,4,1
5869,7366450,23677136,7,0,0
5897,7419197,23677136,7,0,0
5899,6302678,17583193,7,4,1
5902,7419197,23677141,7,0,1
5918,5405559,17583193,7,4,0
6021,7630322,23677134,7,0,1
6033,7630322,23677146,7,0,1
6042,7644199,23677141,7,0,1
6085,2067794,10479536,7,4,1
6099,7750023,23677142,7,0,1
6102,7750023,23677145,7,0,0
6110,7762106,23677139,7,0,1
6115,2067794,9066291,7,4,1
6142,7765115,23677143,7,0,1
6165,2067794,8359774,7,4,0
6192,2067794,12646326,7,4,1
6196,4449697,12483251,7,4,1
6200,7785431,23677145,7,0,0
6215,7785434,23677146,7,0,1
6221,4272289,4449697,7,4,1
6240,878123,4449697,7,4,1
6245,4449697,22486941,7,4,1
6262,4449697,10606028,7,4,1
6264,7883040,23677139,7,0,1
6266,7883040,23677141,7,0,1
6281,7894087,23677142,7,0,1
6288,4449697,21273055,7,4,1
6302,4449697,6963063,7,4,1
6310,4449697,20660203,7,4,0
6311,7930609,23677144,7,0,1
6314,7998950,23677133,7,0,1
6323,521113,21273053,7,4,1
6339,7999521,23677144,7,0,1
6350,521113,8794510,7,4,1
6385,8071936,23677134,7,0,1
6401,8112195,23677136,7,0,1
6418,8112205,23677139,7,0,1
6449,8176616,23677142,7,0,1
6466,8176618,23677145,7,0,1
6476,8233624,23677141,7,0,1
6513,3673682,8054454,7,4,0
6551,8325797,23677146,7,0,1
6567,12483251,17630907,7,4,0
6585,6622146,12483251,7,4,1
6599,8452230,23677138,7,0,1
6606,8452230,23677145,7,0,1
6609,10598170,12483251,7,4,1
6635,8513087,23677146,7,0,1
6675,8626036,23677144,7,0,1
6677,8626036,23677146,7,0,1
6685,8626037,23677140,7,0,1
6766,9225969,15568623,7,4,0
6781,6302678,15568623,7,4,1
6835,8832284,23677136,7,0,1
6878,8886969,23677137,7,0,1
6883,8886969,23677142,7,0,1
6915,8940133,23677146,7,0,1
6938,8986732,23677141,7,0,1
6954,9019996,23677143,7,0,1
6955,9019996,23677144,7,0,1
6973,9059010,23677134,7,0,1
6976,9059010,23677137,7,0,0
6984,9059010,23677145,7,0,0
7006,9097634,23677139,7,0,0
7027,9097762,23677146,7,0,1
7033,9105957,23677138,7,0,0
7039,9105957,23677144,7,0,1
7085,9189479,23677134,7,0,1
7107,9237493,23677142,7,0,1
7120,9237494,23677141,7,0,1
7145,10479536,15609433,7,4,1
7149,6016307,10479536,7,4,1
7156,10479536,21273057,7,4,1
7182,10479536,22486941,7,4,1
7190,10479536,21273052,7,4,0
7197,9470469,23677134,7,0,1
7227,9524753,23677136,7,0,0
7248,15609433,17985016,7,4,1
7250,9525629,23677145,7,0,1
7251,11939522,15609433,7,4,1
7258,11374801,15609433,7,4,1
7264,9532243,23677145,7,0,0
7269,9579906,23677136,7,0,1
7283,4860089,15609433,7,4,1
7331,9675728,23677142,7,0,1
7339,17630906,17985016,7,4,1
7343,17630906,21273057,7,4,1
7349,9696716,23677146,7,0,1
7352,477320,17630906,7,4,1
7357,9225969,17630906,7,4,1
7379,9966590,23677134,7,0,1
7385,9966590,23677140,7,0,0
7406,8359774,17630906,7,4,1
7421,8786313,17630906,7,4,1
7421,10062075,23677134,7,0,1
7440,529986,19972831,7,4,1
7452,10089157,23677137,7,0,1
7466,19972831,21100204,7,4,1
7474,16123665,19972831,7,4,1
7476,13696846,19972831,7,4,1
7493,19972831,22888751,7,4,1
7533,8166293,21779336,7,4,0
7537,3198237,8166293,7,4,1
7542,8166293,17583188,7,4,0
7551,7227330,8166293,7,4,1
7581,6480424,8166293,7,4,0
7589,10407212,23677134,7,0,1
7596,8166293,22486940,7,4,0
7609,8166293,11371499,7,4,1
7621,8166293,20181656,7,4,1
7633,529986,6016307,7,4,1
7635,10484126,23677138,7,0,1
7640,6016307,7041871,7,4,0
7674,6016307,22326008,7,4,1
7676,10514803,23677137,7,0,0
7690,6016307,22888751,7,4,0
7691,6016307,16064530,7,4,1
7692,10518649,23677139,7,0,1
7703,6016307,10598170,7,4,1
7710,6016307,13243880,7,4,1
7712,6016307,8786313,7,4,0
7719,10541266,23677138,7,0,1
7727,7635628,17630910,7,4,1
7728,7635628,21273057,7,4,1
7733,7635628,15195064,7,4,1
7773,10581327,23677136,7,0,1
7775,120983,7635628,7,4,1
7790,7635628,21273055,7,4,0
7821,10874524,23677142,7,0,1
7913,7041871,17985016,7,4,1
7922,11249438,23677145,7,0,1
7941,17985016,21273052,7,4,1
7945,16123665,17985016,7,4,1
7964,11351198,23677145,7,0,1
7970,8359774,17985016,7,4,1
7995,3365958,17985016,7,4,1
8027,15609432,21273053,7,4,1
8032,11714316,23677143,7,0,1
8038,13799349,21273053,7,4,1
8045,11794829,23677142,7,0,1
8073,14132423,21273053,7,4,1
8074,2086684,21273053,7,4,1
8091,11939522,22135738,7,4,1
8120,21100204,22135738,7,4,1
8122,12247511,23677135,7,0,1
8126,16123665,22135738,7,4,0
8164,12269404,23677135,7,0,1
8172,12269404,23677143,7,0,1
8174,529986,11939522,7,4,1
8175,12269404,23677146,7,0,0
8213,11939522,16123665,7,4,0
8217,6925921,11939522,7,4,1
8222,11939522,15757836,7,4,1
8223,12357583,23677138,7,0,1
8227,120983,11939522,7,4,1
8229,12357583,23677144,7,0,1
8237,10174628,11939522,7,4,1
8241,12372437,23677142,7,0,1
8250,2086684,11939522,7,4,1
8254,11939522,16375558,7,4,1
8261,12450259,23677134,7,0,0
8262,8054454,11939522,7,4,1
8263,12450259,23677136,7,0,1
8271,17630910,21779336,7,4,1
8290,878123,17630910,7,4,1
8293,12503910,23677138,7,0,1
8298,12503910,23677143,7,0,0
8312,5405559,17630910,7,4,0
8346,12584465,23677135,7,0,1
8357,12584465,23677146,7,0,1
8361,529986,21273057,7,4,1
8378,12600805,23677139,7,0,1
8402,12638226,23677135,7,0,1
8404,12638226,23677137,7,0,1
8404,5405559,21273057,7,4,1
8452,12767963,23677143,7,0,1
8466,12803195,23677143,7,0,1
8527,12934519,23677134,7,0,1
8534,12934519,23677141,7,0,1
8616,13076072,23677139,7,0,1
8622,13076072,23677145,7,0,1
8657,529986,22026286,7,4,1
8675,13169829,23677142,7,0,1
8681,13190887,23677134,7,0,1
8729,13274348,23677140,7,0,1
8751,6622146,21779336,7,4,0
8754,13335716,23677137,7,0,1
8757,120983,21779336,7,4,0
8772,7327761,21779336,7,4,1
8775,13335719,23677144,7,0,1
8779,13335722,23677134,7,0,1
8795,13358170,23677136,7,0,1
8812,7227330,11374801,7,4,1
8818,11374801,12065181,7,4,0
8823,13380040,23677136,7,0,1
8841,11374801,15757836,7,4,1
8846,120983,11374801,7,4,1
8852,11374801,16064530,7,4,1
8859,13451846,23677144,7,0,1
8870,11374801,22137813,7,4,0
8882,13491945,23677139,7,0,1
8886,13491945,23677143,7,0,0
8888,4272289,7041871,7,4,1
8900,878123,4272289,7,4,0
8906,4272289,21100204,7,4,1
8916,4272289,6925921,7,4,1
8927,13543086,23677142,7,0,0
8930,13543086,23677145,7,0,1
8935,4272289,7327761,7,4,1
8973,15195064,21100204,7,4,0
8981,6972162,15195064,7,4,0
8987,6622146,15195064,7,4,0
9000,13581926,23677145,7,0,1
9017,15195064,16375558,7,4,0
9028,13629862,23677145,7,0,1
9031,3198237,9225969,7,4,0
9052,3198237,21273056,7,4,1
9075,13658711,23677136,7,0,1
9078,3198237,8359774,7,4,1
9092,3198237,13243880,7,4,1
9108,13716366,23677141,7,0,1
9116,477320,3338750,7,4,1
9122,13731773,23677141,7,0,1
9138,13734686,23677143,7,0,1
9141,13734686,23677146,7,0,0
9159,477320,21273055,7,4,1
9166,13780282,23677143,7,0,1
9181,13837593,23677144,7,0,0
9187,13902474,23677136,7,0,1
9196,13902474,23677145,7,0,1
9215,5405559,7041871,7,4,1
9216,13952462,23677137,7,0,1
9244,7041871,21273059,7,4,0
9302,14039746,23677139,7,0,1
9309,14039746,23677146,7,0,0
9314,14062089,23677137,7,0,1
9343,14082763,23677138,7,0,1
9371,14095674,23677138,7,0,1
9385,14128654,23677138,7,0,1
9386,14128654,23677139,7,0,1
9421,17583188,22307690,7,4,1
9441,17583188,21273052,7,4,1
9473,11892804,17583188,7,4,0
9481,17583188,21273059,7,4,1
9496,17583188,20181656,7,4,1
9500,14264469,23677141,7,0,1
9522,14305024,23677135,7,0,1
9525,5405559,9225969,7,4,1
9540,9225969,21273051,7,4,1
9548,9225969,22137813,7,4,1
9549,9225969,13243880,7,4,1
9567,81754,6302678,7,4,1
9582,81754,6925921,7,4,1
9583,81754,10606028,7,4,1
9587,81754,15757836,7,4,0
9620,81754,20660203,7,4,1
9623,14398500,23677138,7,0,1
9638,14427372,23677139,7,0,1
9704,7227330,9066291,7,4,1
9714,14498798,23677145,7,0,1
9714,8794510,9066291,7,4,1
9735,1363,9066291,7,4,1
9741,9066291,16064530,7,4,1
9752,9066291,10598170,7,4,1
9755,2086684,9066291,7,4,0
9761,14543929,23677136,7,0,1
9796,14615632,23677143,7,0,1
9806,14626324,23677139,7,0,1
9816,8359774,22307690,7,4,1
9860,14671024,23677137,7,0,1
9868,14671024,23677145,7,0,1
9873,14775949,23677136,7,0,1
9940,14966555,23677133,7,0,1
10012,14989775,23677135,7,0,1
10050,15050484,23677145,7,0,1
10089,15095879,23677142,7,0,1
10096,15142980,23677135,7,0,0
10100,7227330,10598170,7,4,1
10108,7227330,13243880,7,4,1
10111,15153779,23677136,7,0,0
10117,15153779,23677142,7,0,1
10149,15162377,23677146,7,0,1
10172,15246531,23677141,7,0,0
10192,22486941,23089693,7,4,0
10196,21100204,23089693,7,4,1
10199,15311981,23677140,7,0,1
10209,15348039,23677136,7,0,1
10212,6622146,23089693,7,4,1
10213,15757836,23089693,7,4,0
10214,15348039,23677141,7,0,0
10224,16064530,23089693,7,4,1
10243,6963063,23089693,7,4,1
10245,15475533,23677144,7,0,1
10251,878123,15609432,7,4,0
10254,15495141,23677139,7,0,1
10265,878123,21273056,7,4,1
10282,15502175,23677139,7,0,1
10292,878123,8359774,7,4,1
10296,878123,7327761,7,4,1
10298,878123,21273055,7,4,1
10331,15609432,21273056,7,4,0
10352,7327761,15609432,7,4,1
10415,15891729,23677146,7,0,1
10435,12065181,12122419,7,4,1
10446,12065181,16123665,7,4,1
10458,16035291,23677133,7,0,1
10485,16045012,23677146,7,0,1
10498,16063642,23677145,7,0,1
10500,6302678,22486941,7,4,0
10500,16063643,23677133,7,0,1
10515,16070030,23677134,7,0,1
10517,16070030,23677136,7,0,0
10568,6925921,22486941,7,4,1
10578,16167613,23677141,7,0,1
10590,22486940,22486941,7,4,1
10591,21273051,22486941,7,4,1
10625,16246095,23677146,7,0,1
10705,16327358,23677142,7,0,0
10723,2086684,17630907,7,4,1
10736,3365958,17630907,7,4,1
10737,17630907,20181656,7,4,1
10738,16405055,23677133,7,0,1
10749,8794510,10606028,7,4,1
10765,8794510,22486940,7,4,1
10767,7327761,8794510,7,4,1
10797,10606028,21100204,7,4,1
10834,8786313,21100204,7,4,1
10841,16636768,23677138,7,0,0
10842,16636768,23677139,7,0,1
10845,16636768,23677142,7,0,0
10846,16636768,23677143,7,0,1
10858,4860089,5405559,7,4,1
10876,16653059,23677145,7,0,1
10878,16653081,23677133,7,0,1
10945,16723070,23677144,7,0,1
10981,13799349,21273060,7,4,1
10982,16820487,23677139,7,0,1
10988,13799349,22486940,7,4,0
11014,16123665,21273052,7,4,1
11015,6972162,21273052,7,4,0
11088,16929312,23677133,7,0,0
11107,13696846,21273056,7,4,1
11110,16951127,23677141,7,0,1
11115,16951127,23677146,7,0,1
11122,17012902,23677139,7,0,1
11141,21273056,22137813,7,4,1
11143,13243880,21273056,7,4,1
11144,17047445,23677133,7,0,0
11145,17047445,23677134,7,0,0
11158,17047449,23677133,7,0,1
11167,1920567,22026286,7,4,0
11175,17066345,23677136,7,0,1
11183,22026286,22486940,7,4,1
11186,17106514,23677133,7,0,1
11187,17106514,23677134,7,0,0
11197,17106514,23677144,7,0,1
11209,12646326,22026286,7,4,1
11211,6972162,16123665,7,4,1
11227,16123665,22888751,7,4,1
11243,2086684,16123665,7,4,1
11245,13243880,16123665,7,4,1
11246,17212124,23677137,7,0,1
11247,17212124,23677138,7,0,1
11266,6972162,15757836,7,4,1
11267,1920567,6972162,7,4,1
11281,6972162,10174628,7,4,1
11286,17323499,23677135,7,0,1
11289,6972162,10598170,7,4,1
11293,17323499,23677142,7,0,0
11298,6972162,16375558,7,4,1
11304,17331711,23677139,7,0,1
11307,3365958,6972162,7,4,1
11308,17331711,23677143,7,0,1
11316,17356254,23677137,7,0,1
11320,17356254,23677141,7,0,1
11340,10598170,13696846,7,4,1
11349,17445579,23677142,7,0,1
11349,13696846,16375558,7,4,1
11375,17455223,23677140,7,0,0
11403,6622146,6925921,7,4,0
11405,1920567,6925921,7,4,1
11414,17554574,23677137,7,0,1
11414,6925921,16064530,7,4,1
11418,6925921,22486940,7,4,1
11429,6925921,11371499,7,4,0
11435,6925921,6963063,7,4,0
11440,17588086,23677135,7,0,1
11461,8359774,10606028,7,4,1
11461,17617955,23677142,7,0,1
11467,17624949,23677134,7,0,1
11470,17624949,23677137,7,0,1
11491,17627330,23677144,7,0,1
11491,5405559,15757836,7,4,1
11493,5405559,6480424,7,4,1
11502,5405559,16064530,7,4,1
11503,17627331,23677142,7,0,1
11536,17771635,23677133,7,0,1
11548,17771635,23677145,7,0,1
11563,11371499,18378776,7,4,1
11564,13243880,18378776,7,4,1
11567,17800181,23677136,7,0,1
11586,6622146,16064530,7,4,1
11595,6622146,7327761,7,4,0
11596,17845910,23677137,7,0,1
11598,17845910,23677139,7,0,1
11600,6622146,17630908,7,4,0
11606,6622146,13243880,7,4,1
11630,17866017,23677143,7,0,1
11651,17956330,23677136,7,0,1
11663,120983,1920567,7,4,1
11668,18034259,23677139,7,0,1
11680,1920567,10598170,7,4,1
11682,18099983,23677139,7,0,1
11712,18175273,23677141,7,0,0
11713,6480424,10174628,7,4,1
11716,18175273,23677145,7,0,1
11735,6480424,8054454,7,4,0
11758,18224016,23677145,7,0,0
11784,18253626,23677143,7,0,0
11820,18334911,23677137,7,0,1
11839,120983,11371499,7,4,1
11980,18488781,23677143,7,0,1
11982,8227164,21273060,7,4,1
12011,18547061,23677146,7,0,1
12015,18550006,23677136,7,0,1
12020,18550006,23677141,7,0,1
12024,8359774,16064530,7,4,0
12062,18581041,23677141,7,0,0
12091,18585843,23677142,7,0,1
12095,18585843,23677146,7,0,1
12102,18619512,23677139,7,0,0
12137,10174628,21273059,7,4,0
12155,18724913,23677136,7,0,1
12158,8359774,14132423,7,4,1
12159,8359774,21273059,7,4,1
12176,8359774,20660203,7,4,1
12177,21273051,22486940,7,4,1
12192,8054454,22486940,7,4,1
12202,17630908,21273051,7,4,1
12218,20181656,21273051,7,4,0
12230,18921061,23677141,7,0,0
12243,18941000,23677140,7,0,1
12260,18975004,23677143,7,0,1
12262,3365958,7327761,7,4,1
12263,18975004,23677146,7,0,1
12273,19008074,23677142,7,0,1
12278,19068322,23677133,7,0,1
12280,19068322,23677135,7,0,1
12291,21273055,21273059,7,4,1
12320,19135765,23677133,7,0,0
12361,14132423,22137813,7,4,1
12368,19170235,23677139,7,0,1
12373,14132423,20660203,7,4,1
12387,3365958,21273059,7,4,1
12389,19204899,23677146,7,0,1
12394,2086684,8786313,7,4,0
12401,2086684,8054454,7,4,1
12454,19358125,23677141,7,0,0
12540,19498173,23677143,7,0,1
12597,19628228,23677144,7,0,0
12603,19632761,23677136,7,0,1
12660,19658631,23677137,7,0,0
12664,19658631,23677141,7,0,1
12665,19658631,23677142,7,0,1
12684,19658639,23677133,7,0,1
12697,19658639,23677146,7,0,1
12736,19658655,23677143,7,0,1
12778,19687988,23677143,7,0,1
12833,19731645,23677142,7,0,1
12853,19786510,23677134,7,0,1
12858,19786510,23677139,7,0,1
12932,19840019,23677143,7,0,1
12976,19914231,23677145,7,0,0
13006,19954473,23677133,7,0,1
13032,19956071,23677145,7,0,1
13106,20084386,23677135,7,0,1
13129,20143578,23677144,7,0,1
13153,20191733,23677140,7,0,0
13176,20267701,23677135,7,0,1
13204,20281038,23677135,7,0,1
13206,20281038,23677137,7,0,1
13209,20281038,23677140,7,0,0
13244,20340322,23677133,7,0,1
13339,20452135,23677144,7,0,1
13365,20471645,23677142,7,0,0
13370,20490854,23677133,7,0,0
13397,20502523,23677146,7,0,1
13406,20506212,23677141,7,0,0
13498,20639773,23677135,7,0,1
13519,20647931,23677142,7,0,1
13550,20700367,23677145,7,0,1
13561,20707231,23677142,7,0,1
13585,20738393,23677138,7,0,1
13642,20908528,23677139,7,0,1
13706,21039957,23677133,7,0,1
13721,21039958,23677134,7,0,1
13726,21039958,23677139,7,0,1
13745,21047708,23677144,7,0,1
13849,21122722,23677136,7,0,1
13879,21128746,23677138,7,0,1
13887,21128746,23677146,7,0,1
13993,21248118,23677140,7,0,1
14125,21687170,23677146,7,0,1
14154,21728058,23677133,7,0,0
14256,21872530,23677137,7,0,1
14287,21920836,23677140,7,0,1
14290,21920836,23677143,7,0,0
14327,21953975,23677138,7,0,0
14382,22066209,23677137,7,0,0
14487,22310637,23677144,7,0,1
14498,22314779,23677141,7,0,1
14527,22434651,23677142,7,0,1
14535,22476969,23677136,7,0,1
14553,22486859,23677140,7,0,1
14609,22536574,23677140,7,0,1
14611,22536574,23677142,7,0,1
14630,22544014,23677133,7,0,1
14646,22584709,23677135,7,0,1
14686,22719758,23677133,7,0,1
14691,22719758,23677138,7,0,1
14698,22719758,23677145,7,0,0
14702,22737498,23677135,7,0,1
14708,22737498,23677141,7,0,0
14807,23060688,23677142,7,0,1
14883,23216115,23677134,7,0,1
14884,23216115,23677135,7,0,1
14907,23246356,23677144,7,0,0
14944,23357894,23677139,7,0,1
14957,23365039,23677138,7,0,1
15014,23433758,23677139,7,0,1
15020,23433758,23677145,7,0,1
15070,23543173,23677139,7,0,1
15138,23622497,23677137,7,0,1
